idx,x,y,dirty_value
147,147,24.87762,11.13753,-1
148,148,-46.18761,-25.46335,-1
149,149,10.42332,39.31901,-1
150,150,43.26496,-24.71498,-1
151,151,-23.1339,29.2153,-1
152,152,-33.14422,-31.6478,-1
153,153,-38.72044,9.91754,-1
154,154,-2.63911,23.87252,-1
155,155,5.52541,38.20393,-1
156,156,-6.46183,-1.08622,-1
157,157,34.2916,-41.17363,-1
158,158,22.75789,-17.66066,-1
159,159,6.52054,-25.0055,-1
160,160,-19.73519,40.56707,-1
161,161,2.13094,3.4652,-1
162,162,17.14308,24.6302,-1
163,163,43.10813,14.07265,-1
164,164,9.21978,-16.07922,-1
165,165,-13.51981,-18.42213,-1
166,166,20.24672,13.40675,-1
167,167,-19.19735,-11.34523,-1
168,168,17.19491,6.46154,-1
169,169,-44.25402,-44.12757,-1
170,170,-45.99743,41.98808,-1
171,171,35.9587,-47.01135,-1
172,172,-0.51407,-14.8812,-1
173,173,-15.61327,38.73295,-1
174,174,-15.26756,-45.71614,-1
175,175,5.87604,-46.84054,-1
176,176,35.06853,-35.97767,-1
177,177,-1.0356,-41.42066,-1
178,178,4.17362,18.4358,-1
179,179,4.48837,-14.57705,-1
180,180,13.51166,-13.82189,-1
181,181,41.58531,-17.82435,-1
182,182,23.36049,-39.08992,-1
183,183,-1.58293,-34.1702,-1
184,184,-40.28562,9.42173,-1
185,185,34.09425,27.79032,-1
186,186,-41.58051,-47.31934,-1
187,187,-31.04877,45.8954,-1
188,188,-33.7889,-8.14629,-1
189,189,-7.02565,-45.25158,-1
190,190,-31.32607,-47.51345,-1
191,191,34.92253,40.89535,-1
192,192,0.59735,-4.54353,-1
193,193,-32.55257,-11.90917,-1
194,194,-22.8457,44.00025,-1
195,195,17.48146,-9.63642,-1
196,196,22.9026,-24.26074,-1
197,197,30.13839,-1.69642,-1
198,198,5.32729,-15.86551,-1
199,199,-44.31871,29.75335,-1
200,200,38.2637,5.8472,-1
201,201,6.99605,45.86072,-1
202,202,-26.51949,-42.21857,-1
203,203,34.7402,-38.62812,-1
204,204,-6.85333,24.76729,-1
205,205,-46.29248,-5.21033,-1
206,206,-27.13398,-1.03261,-1
207,207,-19.96632,-14.01456,-1
208,208,20.73862,-42.97054,-1
209,209,-39.26764,-20.51768,-1
210,210,-5.13266,-14.51826,-1
211,211,21.23264,-2.06432,-1
212,212,43.50539,-26.17229,-1
213,213,-5.17014,-17.63475,-1
214,214,-3.57639,26.70998,-1
215,215,-36.26842,-0.54659,-1
216,216,-36.47775,17.10539,-1
217,217,27.05921,-31.48417,-1
218,218,25.60805,-26.22486,-1
219,219,-45.92716,-5.26033,-1
220,220,-28.84265,36.09978,-1
221,221,-44.05957,-29.02759,-1
222,222,-14.25784,-23.4,-1
223,223,-42.05945,14.52569,-1
224,224,19.1978,-5.0562,-1
225,225,7.31754,19.31613,-1
226,226,34.17211,33.74962,-1
227,227,-25.16408,4.29387,-1
228,228,-17.63732,1.79942,-1
229,229,36.64041,8.87668,-1
230,230,4.4817,3.87034,-1
231,231,-13.60611,-20.29855,-1
232,232,-47.68384,9.31293,-1
233,233,-36.84523,-19.86373,-1
234,234,-39.3338,35.89923,-1
235,235,-12.23303,-48.97385,-1
236,236,19.27593,-33.4148,-1
237,237,21.45217,1.24279,-1
238,238,-48.85147,-27.19455,-1
239,239,10.95408,-43.61569,-1
240,240,43.08794,39.89078,-1
241,241,-38.46178,39.69186,-1
242,242,4.74309,-36.12654,-1
243,243,7.46212,-22.42537,-1
244,244,33.84921,29.44769,-1
245,245,-11.24196,23.4626,-1
246,246,41.77304,39.71205,-1
247,247,1.02797,47.76306,-1
248,248,-18.95305,7.20719,-1
249,249,-16.83939,-7.63293,-1
250,250,-29.63893,49.36628,-1
251,251,-3.61132,4.90491,-1
252,252,-8.72642,45.49682,-1
253,253,23.01219,-33.27901,-1
254,254,-12.19411,-32.90338,-1
255,255,-47.68189,-47.93137,-1
256,256,-44.92289,43.35619,-1
257,257,-44.62194,32.6469,-1
258,258,15.0647,44.21614,-1
259,259,27.21879,-22.81007,-1
260,260,-7.99031,-0.57825,-1
261,261,-26.94766,-14.791,-1
262,262,-44.09097,-45.26458,-1
263,263,-14.03203,-13.03926,-1
264,264,45.9839,14.87767,-1
265,265,-44.96681,16.45852,-1
266,266,-3.11325,-47.99321,-1
267,267,-25.14136,0.27686,-1
268,268,-21.49066,-12.70233,-1
269,269,-14.55675,0.62231,-1
270,270,-28.50968,-19.92529,-1
271,271,-17.59176,-42.59841,-1
272,272,17.00817,49.82293,-1
273,273,18.34154,7.98338,-1
274,274,31.09114,-6.01224,-1
275,275,-33.85308,-18.22984,-1
276,276,45.04074,6.15447,-1
277,277,24.83201,-27.08359,-1
278,278,45.02164,-5.82352,-1
279,279,4.10149,-30.04788,-1
280,280,-32.44367,-45.94799,-1
281,281,33.20263,10.20593,-1
282,282,15.76286,7.74422,-1
283,283,48.03118,-12.48961,-1
284,284,18.67855,35.17718,-1
285,285,46.61737,-26.49308,-1
286,286,2.69976,18.9023,-1
287,287,13.08219,2.01787,-1
288,288,-14.36769,-37.77784,-1
289,289,-44.79068,-7.17447,-1
290,290,8.83653,-6.90841,-1
291,291,11.90057,30.50751,-1
292,292,35.4607,20.76383,-1
293,293,14.67524,-26.16413,-1
294,294,11.39216,-4.66952,-1
295,295,-14.48567,36.08209,-1
296,296,44.88041,-5.25835,-1
297,297,-4.17954,6.79515,-1
298,298,-30.85442,-1.68752,-1
299,299,34.866,30.30585,-1
300,300,-5.30046,17.53125,-1
301,301,-22.11826,32.699,-1
302,302,-1.78879,34.18656,-1
303,303,-20.96947,31.73051,-1
304,304,-34.81251,-45.92513,-1
305,305,34.60885,-44.52987,-1
306,306,-4.8395,-39.70104,-1
307,307,-10.88119,35.66246,-1
308,308,-47.14138,29.04249,-1
309,309,30.05759,15.06428,-1
310,310,14.80811,38.5466,-1
311,311,15.6968,8.86306,-1
312,312,6.73663,47.10349,-1
313,313,5.73381,-7.47933,-1
314,314,-13.62236,-4.18306,-1
315,315,10.29256,-24.71267,-1
316,316,-32.85716,14.65817,-1
317,317,12.94129,14.13082,-1
318,318,21.18892,-38.72658,-1
319,319,-26.61376,34.18375,-1
320,320,-19.79061,-30.06249,-1
321,321,1.38566,4.0382,-1
322,322,-25.16378,-40.10971,-1
323,323,33.98911,24.80689,-1
324,324,13.84942,-13.77191,-1
325,325,19.07169,12.87935,-1
326,326,43.19231,7.93677,-1
327,327,-31.96572,37.37675,-1
328,328,41.56866,-33.39651,-1
329,329,-27.07021,-3.12575,-1
330,330,31.87816,-37.65502,-1
331,331,25.31694,17.0726,-1
332,332,7.8287,8.78958,-1
333,333,41.86661,-24.82329,-1
334,334,-28.21478,18.06917,-1
335,335,-45.6908,2.25118,-1
336,336,-45.29844,-43.77793,-1
337,337,-2.94724,36.43086,-1
338,338,-42.51374,47.55929,-1
339,339,16.56597,17.37831,-1
340,340,-48.27594,-35.36,-1
341,341,-38.57399,-11.05105,-1
342,342,36.72076,-9.13326,-1
343,343,23.41973,12.0905,-1
344,344,-12.69118,37.0157,-1
345,345,-16.15416,25.93412,-1
346,346,28.59704,-17.62337,-1
347,347,-25.45855,36.35828,-1
348,348,-43.93858,3.73023,-1
349,349,45.33586,39.09308,-1
350,350,-47.12069,-22.42999,-1
351,351,-34.42141,48.46951,-1
352,352,-26.69221,6.26423,-1
353,353,12.23103,1.36796,-1
354,354,40.19944,-3.62858,-1
355,355,-4.44851,5.3064,-1
356,356,-1.34447,29.40586,-1
357,357,11.70585,-9.49367,-1
358,358,34.16631,-10.41893,-1
359,359,-44.55429,-1.22697,-1
360,360,-10.35198,18.82748,-1
361,361,34.30412,-46.04392,-1
362,362,3.78463,-7.11899,-1
363,363,-43.67604,-29.85892,-1
364,364,20.24556,41.11007,-1
365,365,-14.96333,11.5089,-1
366,366,-22.80722,38.44696,-1
367,367,-47.65477,-33.30982,-1
368,368,-22.72231,-22.25816,-1
369,369,-14.84581,-37.41899,-1
370,370,48.88267,-28.16285,-1
371,371,-24.31245,41.3392,-1
372,372,26.64154,-27.98909,-1
373,373,39.30275,-38.47273,-1
374,374,-23.46961,-46.91592,-1
375,375,43.08811,-23.40776,-1
376,376,46.865,4.73031,-1
377,377,35.7562,-33.92607,-1
378,378,42.78656,31.41603,-1
379,379,-1.62361,15.82171,-1
380,380,-14.48279,32.88712,-1
381,381,38.85947,45.93545,-1
382,382,-43.54558,31.7987,-1
383,383,2.57881,46.46691,-1
384,384,-22.38676,-19.79641,-1
385,385,-46.48462,-16.92732,-1
386,386,17.5213,8.0388,-1
387,387,-38.95371,2.80562,-1
388,388,-40.17401,4.39816,-1
389,389,-21.36016,-32.91904,-1
390,390,-12.07123,15.56278,-1
391,391,22.41898,23.74077,-1
392,392,33.09611,12.20709,-1
393,393,-16.84931,-37.41873,-1
394,394,44.39782,-34.27933,-1
395,395,32.66927,-42.22442,-1
396,396,3.37306,45.65249,-1
397,397,1.48696,-4.29746,-1
398,398,6.93928,11.40304,-1
399,399,15.8695,-35.67022,-1
400,400,15.18451,12.93123,-1
401,401,-16.56815,34.60343,-1
402,402,19.62902,-43.92185,-1
403,403,49.41667,-13.69017,-1
404,404,-42.68182,-49.51458,-1
405,405,4.76282,-4.51909,-1
406,406,45.71805,-28.98542,-1
407,407,28.18002,-35.22237,-1
408,408,-40.12077,28.58462,-1
409,409,30.55595,-25.88124,-1
410,410,14.82689,48.78064,-1
411,411,39.07136,-21.9599,-1
412,412,-26.81893,-7.97005,-1
413,413,5.77127,-27.51606,-1
414,414,14.0192,25.32136,-1
415,415,-4.35587,-9.70058,-1
416,416,17.0632,25.60483,-1
417,417,41.65051,21.09689,-1
418,418,28.6946,-8.3609,-1
419,419,-24.55215,-34.58377,-1
420,420,-11.05943,-17.31748,-1
421,421,-16.56571,7.61861,-1
422,422,4.44162,-32.17042,-1
423,423,24.67672,18.53798,-1
424,424,-47.95046,-49.26148,-1
425,425,-20.86185,-47.3744,-1
426,426,-12.57126,30.16153,-1
427,427,36.9248,-21.62168,-1
428,428,10.61001,27.91623,-1
429,429,23.3228,-45.39712,-1
430,430,-10.42846,-9.43312,-1
431,431,-14.19937,24.43334,-1
432,432,32.07977,-17.53054,-1
433,433,26.99388,-0.7377,-1
434,434,-0.56084,30.30064,-1
435,435,2.59466,33.8593,-1
436,436,-37.45346,45.36978,-1
437,437,6.94946,-14.79446,-1
438,438,1.31413,-12.25743,-1
439,439,-8.05515,14.68245,-1
440,440,-0.79364,20.82364,-1
441,441,-23.20623,16.8646,-1
442,442,-14.97989,10.98674,-1
443,443,48.13199,-39.1129,-1
444,444,-24.00333,-46.24596,-1
445,445,39.0947,8.09396,-1
446,446,24.11133,28.54376,-1
447,447,-8.42471,32.27528,-1
448,448,47.26853,-24.60057,-1
449,449,-3.93722,-2.73448,-1
450,450,-23.13985,-29.79964,-1
451,451,46.79478,-1.11446,-1
452,452,38.97666,-41.06039,-1
453,453,41.70178,16.80099,-1
454,454,-17.14123,36.04516,-1
455,455,-19.58058,24.30701,-1
456,456,7.65604,13.2966,-1
457,457,23.16175,26.03781,-1
458,458,-22.28447,38.66519,-1
459,459,39.73234,10.03181,-1
460,460,-26.9195,-6.52545,-1
461,461,21.57763,34.42452,-1
462,462,-37.99312,-36.0166,-1
463,463,27.06651,-41.29839,-1
464,464,19.43638,-39.37475,-1
465,465,-37.19877,16.83264,-1
466,466,-32.50713,-10.74606,-1
467,467,-24.03163,16.14929,-1
468,468,18.80504,-2.99971,-1
469,469,12.43277,6.40873,-1
470,470,37.53244,-15.62738,-1
471,471,-26.70892,-49.20337,-1
472,472,-44.67867,30.72044,-1
473,473,30.02935,-26.59426,-1
474,474,46.4814,35.84948,-1
475,475,33.80868,18.3001,-1
476,476,30.9418,14.26979,-1
477,477,41.97723,-13.69181,-1
478,478,6.98117,32.31947,-1
479,479,48.92224,-21.85279,-1
480,480,-40.02309,49.36541,-1
481,481,-14.09082,-32.86732,-1
482,482,12.21872,-31.07176,-1
483,483,49.55455,26.78849,-1
484,484,-45.18058,24.81647,-1
485,485,47.36632,-38.02085,-1
486,486,14.0904,-23.48783,-1
487,487,-5.17848,31.66121,-1
488,488,-40.89771,12.37548,-1
489,489,21.41637,7.82098,-1
490,490,-4.35414,-10.14937,-1
491,491,7.63146,48.17802,-1
492,492,-30.54883,-11.37673,-1
493,493,-37.82688,-32.47292,-1
494,494,-49.57762,-37.83834,-1
495,495,1.08394,28.56541,-1
496,496,-32.33879,-35.9733,-1
497,497,-35.758,-38.27338,-1
498,498,34.29662,-1.30367,-1
499,499,46.60602,33.91125,-1
500,500,-5.92927,46.99933,-1
501,501,-47.17433,-3.46428,-1
502,502,45.66738,-9.46053,-1
503,503,48.72804,2.1954,-1
504,504,-19.73218,-31.02162,-1
505,505,13.66944,-1.67038,-1
506,506,38.32265,-18.30772,-1
507,507,-40.93107,-33.48685,-1
508,508,17.44873,-48.44806,-1
509,509,1.07395,1.38048,-1
510,510,3.32436,26.93145,-1
511,511,-9.04256,-35.75856,-1
512,512,-9.13892,6.04565,-1
513,513,23.8578,-22.97653,-1
514,514,17.7689,-47.94805,-1
515,515,15.79776,0.71735,-1
516,516,-27.89824,-8.57079,-1
517,517,40.92762,-36.09664,-1
518,518,7.42016,-13.79658,-1
519,519,-22.58601,39.09888,-1
520,520,32.11294,-33.83766,-1
521,521,-38.0251,-32.28004,-1
522,522,-29.76379,-6.33779,-1
523,523,-17.09956,-1.88574,-1
524,524,-49.42553,-22.29495,-1
525,525,21.32051,41.12124,-1
526,526,-27.45572,-16.72401,-1
527,527,43.12193,5.82264,-1
528,528,23.25257,14.47515,-1
529,529,11.44363,-16.22108,-1
530,530,-44.35114,1.30528,-1
531,531,-42.48776,10.3494,-1
532,532,-35.55833,40.74588,-1
533,533,39.24318,-7.28915,-1
534,534,39.52001,-35.55787,-1
535,535,-45.57965,-25.90247,-1
536,536,43.4836,-47.56901,-1
537,537,-25.38892,9.35485,-1
538,538,12.66123,30.8238,-1
539,539,30.71367,10.5962,-1
540,540,5.86729,26.51542,-1
541,541,-2.78698,-8.58151,-1
542,542,28.62523,42.13614,-1
543,543,10.21541,-43.65615,-1
544,544,-13.76466,19.47164,-1
545,545,-13.21319,20.96333,-1
546,546,12.17033,5.70573,-1
547,547,10.10708,46.54238,-1
548,548,20.83493,20.68494,-1
549,549,-23.32115,-35.05958,-1
550,550,-47.65985,2.3296,-1
551,551,-17.51387,-44.12204,-1
552,552,19.85577,-19.51413,-1
553,553,-20.03538,-1.57887,-1
554,554,44.90461,-22.87072,-1
555,555,8.22411,-44.84671,-1
556,556,49.96268,10.76458,-1
557,557,42.06937,4.68504,-1
558,558,11.40658,13.08017,-1
559,559,45.97031,-37.94034,-1
560,560,-33.84953,46.55628,-1
561,561,22.34689,-18.93279,-1
562,562,34.26232,-13.84276,-1
563,563,14.99099,-27.55444,-1
564,564,-41.96911,-25.79366,-1
565,565,-19.19759,47.40696,-1
566,566,-32.53525,-6.87763,-1
567,567,36.71779,19.26684,-1
568,568,-37.82944,11.6575,-1
569,569,8.39006,33.05314,-1
570,570,7.85341,-26.70833,-1
571,571,-13.01832,4.61688,-1
572,572,-32.67706,-2.9475,-1
573,573,31.69093,25.86931,-1
574,574,-10.82974,-2.9816,-1
575,575,45.87211,19.13029,-1
576,576,3.96413,-39.92693,-1
577,577,41.24019,-36.69335,-1
578,578,13.29479,-22.7663,-1
579,579,16.6153,-9.2737,-1
580,580,-35.20076,-24.56287,-1
581,581,46.68994,20.12749,-1
582,582,-35.2586,37.26878,-1
583,583,25.74655,-27.78163,-1
584,584,40.20681,16.77187,-1
585,585,-40.37931,49.43282,-1
586,586,-5.95639,0.27397,-1
587,587,2.30142,5.74252,-1
588,588,-30.77723,23.27742,-1
589,589,32.44579,17.37062,-1
590,590,-26.59663,-33.71453,-1
591,591,-46.39781,15.36272,-1
592,592,-48.05793,4.92209,-1
593,593,6.59657,13.05663,-1
594,594,11.51026,-22.03179,-1
595,595,10.46218,44.13781,-1
596,596,26.70453,-35.4519,-1
597,597,-27.84812,42.04347,-1
598,598,5.40781,0.3302,-1
599,599,-0.43736,7.26208,-1
600,600,17.00711,-23.25444,-1
601,601,-0.57748,-33.39689,-1
602,602,-33.85283,24.47393,-1
603,603,4.81209,-45.02689,-1
604,604,46.64546,24.10313,-1
605,605,-39.8956,-19.19111,-1
606,606,39.69375,-10.91943,-1
607,607,-20.86147,38.09638,-1
608,608,-1.13927,40.97535,-1
609,609,40.50299,-9.31724,-1
610,610,47.0296,-45.43772,-1
611,611,8.73325,24.58114,-1
612,612,-34.05752,3.90422,-1
613,613,18.69752,23.23412,-1
614,614,43.45854,28.87151,-1
615,615,27.03065,19.56239,-1
616,616,-26.56661,22.28377,-1
617,617,8.81159,-15.65764,-1
618,618,2.53019,-34.35548,-1
619,619,-9.73702,22.53037,-1
620,620,-13.73621,22.56971,-1
621,621,-41.31819,13.23698,-1
622,622,-3.86526,-34.38663,-1
623,623,32.64478,-23.29031,-1
624,624,-38.16965,25.9997,-1
625,625,34.97898,18.61134,-1
626,626,-28.96463,19.66694,-1
627,627,-15.55094,-49.32074,-1
628,628,32.8263,-3.44758,-1
629,629,29.30076,27.82919,-1
630,630,6.62194,18.3296,-1
631,631,31.46137,-13.70033,-1
632,632,22.92617,-27.30229,-1
633,633,-10.54082,-19.1636,-1
634,634,-46.71295,-20.11057,-1
635,635,14.59365,44.4456,-1
636,636,24.70962,2.12981,-1
637,637,26.30822,-12.28329,-1
638,638,11.75829,-14.08374,-1
639,639,-27.71594,-3.33211,-1
640,640,41.01427,14.93053,-1
641,641,-5.61173,2.72962,-1
642,642,-1.43782,35.84067,-1
643,643,-11.01648,21.841,-1
644,644,-46.96557,-23.79506,-1
645,645,-34.34488,7.50435,-1
646,646,-35.26183,31.2627,-1
647,647,22.76537,-2.71235,-1
648,648,43.25379,44.05628,-1
649,649,-9.52936,22.51888,-1
650,650,-6.07858,-23.39171,-1
651,651,37.21679,-33.40106,-1
652,652,-35.1361,-46.47808,-1
653,653,25.28229,-33.73111,-1
654,654,28.77629,-11.69822,-1
655,655,44.12976,27.09746,-1
656,656,2.86082,-35.85986,-1
657,657,2.34275,-30.99548,-1
658,658,-30.88129,49.84366,-1
659,659,47.11952,-36.86985,-1
660,660,-27.70898,-29.59083,-1
661,661,47.80336,-45.38632,-1
662,662,-45.96461,27.58889,-1
663,663,2.3199,-22.87548,-1
664,664,15.7631,33.1635,-1
665,665,-20.15359,32.70178,-1
666,666,0.00971,5.8038,-1
667,667,-38.82018,-10.25489,-1
668,668,-15.92217,23.02555,-1
669,669,17.76432,-0.93907,-1
670,670,-46.13944,-36.84191,-1
671,671,-39.15045,4.10252,-1
672,672,9.14954,-25.76798,-1
673,673,-41.00076,-3.92762,-1
674,674,-17.10932,-11.12253,-1
675,675,36.75347,-16.88927,-1
676,676,19.50778,-45.61667,-1
677,677,7.11262,33.14789,-1
678,678,-19.3696,31.67143,-1
679,679,28.47824,37.61531,-1
680,680,-33.57294,-17.48579,-1
681,681,-25.8516,16.27954,-1
682,682,24.54845,-41.58663,-1
683,683,-0.02402,-34.25989,-1
684,684,40.2817,-18.41012,-1
685,685,-6.48017,-17.92195,-1
686,686,-40.12521,44.15214,-1
687,687,46.15192,-1.03094,-1
688,688,-39.74481,43.83549,-1
689,689,-49.62148,-22.14077,-1
690,690,-40.22119,34.93975,-1
691,691,-43.87838,-34.8895,-1
692,692,-17.6768,-6.48316,-1
693,693,-30.79224,-27.12852,-1
694,694,19.60378,9.91179,-1
695,695,12.58763,35.38003,-1
696,696,29.65492,-6.26491,-1
697,697,-10.4554,-18.94755,-1
698,698,46.03886,47.76245,-1
699,699,-21.29972,22.67267,-1
700,700,-41.69476,28.66486,-1
701,701,-11.79439,30.14859,-1
702,702,-48.03333,-39.42839,-1
703,703,31.20737,-13.74873,-1
704,704,-21.52951,-43.57149,-1
705,705,-48.60765,-25.57899,-1
706,706,-41.90789,5.26608,-1
707,707,-45.74795,-39.11672,-1
708,708,29.27761,30.24402,-1
709,709,30.10071,3.76694,-1
710,710,26.43396,14.34391,-1
711,711,-22.89406,-16.01749,-1
712,712,-6.00227,22.8159,-1
713,713,-0.22185,18.53831,-1
714,714,-46.09007,-16.29852,-1
715,715,47.65627,-29.8431,-1
716,716,0.37812,-38.39947,-1
717,717,9.21337,-2.43525,-1
718,718,-10.49537,-43.72621,-1
719,719,-30.15231,-20.34812,-1
720,720,11.33767,-23.54033,-1
721,721,36.33474,13.51962,-1
722,722,31.48174,-48.06325,-1
723,723,21.6969,32.39815,-1
724,724,-49.37634,-30.61829,-1
725,725,-48.37626,-7.36419,-1
726,726,-10.80666,-20.80923,-1
727,727,-24.2703,-7.26449,-1
728,728,12.4993,29.04918,-1
729,729,10.37268,22.3198,-1
730,730,47.04034,-29.78037,-1
731,731,-36.59367,-44.24372,-1
732,732,-15.43223,5.29438,-1
733,733,-12.84335,-39.14764,-1
734,734,0.17408,-23.95142,-1
735,735,-33.40915,-41.41288,-1
736,736,27.93407,-47.65396,-1
737,737,12.08746,0.98596,-1
738,738,-34.63257,46.41742,-1
739,739,-39.86182,42.21567,-1
740,740,-12.00205,19.53598,-1
741,741,-35.02783,-18.71101,-1
742,742,-4.43483,17.82929,-1
743,743,20.84562,-16.07505,-1
744,744,-43.26549,5.52738,-1
745,745,-41.65392,8.93928,-1
746,746,15.35945,-28.92858,-1
747,747,10.515,34.24064,-1
748,748,15.88932,-15.29212,-1
749,749,-10.32919,-31.13384,-1
750,750,-11.97823,-35.75353,-1
751,751,-22.28393,4.97946,-1
752,752,-26.42104,12.40075,-1
753,753,-24.34817,1.73385,-1
754,754,47.29038,30.74889,-1
755,755,3.07118,15.15445,-1
756,756,-20.94117,37.62741,-1
757,757,-22.81604,-9.63112,-1
758,758,-13.19626,24.7497,-1
759,759,28.149,-33.15387,-1
760,760,30.87692,27.61377,-1
761,761,-25.70633,-3.96696,-1
762,762,-13.98551,12.01692,-1
763,763,29.08374,29.05085,-1
764,764,31.03145,32.4794,-1
765,765,43.06546,23.241,-1
766,766,-26.70781,-32.85423,-1
767,767,25.03166,1.43364,-1
768,768,24.25068,-26.63136,-1
769,769,34.63625,49.05351,-1
770,770,-3.95238,16.86041,-1
771,771,34.83255,41.3863,-1
772,772,29.64778,14.97478,-1
773,773,14.30813,-40.99802,-1
774,774,11.84608,-39.91462,-1
775,775,-15.1933,-26.66443,-1
